United States COVID-19 Hospitalizations by County
Date generated: Mon May 22 2023 19:17:51 GMT-0400 (Eastern Daylight Time)
County,State,New hospital admissions of confirmed COVID-19 past week (total),New COVID-19 hospital admissions per 100000 population past week (total),COVID-19 hospital admissions level,% Change in new hospital admissions of confirmed COVID-19 from the prior week,% Staffed inpatient beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed inpatient beds occupied by patients with confirmed COVID-19 from prior week,% Staffed ICU beds occupied by patients with confirmed COVID-19 past week (average),Absolute change % staffed ICU beds occupied by patients with confirmed COVID-19 from prior week
Morris County,NJ,27,4.3,Low (<10.0),68.8,0.9,0,1,0.3
Ocean County,NJ,19,1.5,Low (<10.0),-42.4,1.1,-0.2,0.7,-0.1
Passaic County,NJ,40,1.6,Low (<10.0),-25.9,1.1,0.1,0.8,0.3
Salem County,NJ,33,2.5,Low (<10.0),17.9,0.8,0.1,0.6,-0.2
Somerset County,NJ,31,1.2,Low (<10.0),-29.5,0.7,0,0.4,0.2
Sussex County,NJ,27,4.3,Low (<10.0),68.8,0.9,0,1,0.3
Union County,NJ,31,1.2,Low (<10.0),-29.5,0.7,0,0.4,0.2
Warren County,NJ,6,2.6,Low (<10.0),500,0.4,-0.1,0,0
Bernalillo County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Catron County,NM,0,0,Low (<10.0),N/A,0,0,0,0
Chaves County,NM,0,0,Low (<10.0),-100,0.5,0.4,0,0
Cibola County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Colfax County,NM,2,1,Low (<10.0),-75,0.9,-0.1,0.7,-1.1
Curry County,NM,1,1.3,Low (<10.0),N/A,0.2,-0.7,0,0
De Baca County,NM,1,1.3,Low (<10.0),N/A,0.2,-0.7,0,0
Dona Ana County,NM,8,3.2,Low (<10.0),N/A,0.8,0.5,1.4,1.4
Eddy County,NM,0,0,Low (<10.0),-100,0.5,0.4,0,0
Grant County,NM,0,0,Low (<10.0),N/A,0,0,0,0
Guadalupe County,NM,0,0,Low (<10.0),N/A,1.6,-4.2,2.4,-21.6
Harding County,NM,0,0,Low (<10.0),N/A,1.6,-4.2,2.4,-21.6
Hidalgo County,NM,0,0,Low (<10.0),N/A,0,0,0,0
Lea County,NM,0,0,Low (<10.0),N/A,0,0,0,0
Lincoln County,NM,0,0,Low (<10.0),-100,0.6,0.5,0,0
Los Alamos County,NM,9,3.7,Low (<10.0),-18.2,3.2,1.6,4.7,3.2
Luna County,NM,8,3.2,Low (<10.0),N/A,0.8,0.5,1.4,1.4
McKinley County,NM,18,12.6,Medium (10.0 to 19.9),-5.3,3.2,-0.5,1.3,0.5
Mora County,NM,0,0,Low (<10.0),N/A,1.6,-4.2,2.4,-21.6
Otero County,NM,0,0,Low (<10.0),-100,0.6,0.5,0,0
Quay County,NM,1,1.3,Low (<10.0),N/A,0.2,-0.7,0,0
Rio Arriba County,NM,9,3.7,Low (<10.0),-18.2,3.2,1.6,4.7,3.2
Roosevelt County,NM,1,1.3,Low (<10.0),N/A,0.2,-0.7,0,0
San Juan County,NM,20,5.7,Low (<10.0),-4.8,2.2,0.2,4.6,0.2
San Miguel County,NM,0,0,Low (<10.0),N/A,1.6,-4.2,2.4,-21.6
Sandoval County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Santa Fe County,NM,9,3.7,Low (<10.0),-18.2,3.2,1.6,4.7,3.2
Sierra County,NM,8,3.2,Low (<10.0),N/A,0.8,0.5,1.4,1.4
Socorro County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Taos County,NM,9,3.7,Low (<10.0),-18.2,3.2,1.6,4.7,3.2
Torrance County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Union County,NM,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Valencia County,NM,47,4.9,Low (<10.0),-13,2.6,0,3.1,-0.4
Carson City,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Churchill County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Clark County,NV,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Douglas County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Elko County,NV,0,0,Low (<10.0),N/A,0,0,0,0
Esmeralda County,NV,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Eureka County,NV,0,0,Low (<10.0),N/A,0,0,0,0
Humboldt County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Lander County,NV,0,0,Low (<10.0),N/A,0,0,0,0
Lincoln County,NV,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Lyon County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Mineral County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Nye County,NV,81,3.2,Low (<10.0),-10,1.4,-0.1,2.1,0.3
Pershing County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Storey County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
Washoe County,NV,10,1.4,Low (<10.0),0,1,0,0.8,-0.2
White Pine County,NV,0,0,Low (<10.0),N/A,0,0,0,0
Albany County,NY,22,4.4,Low (<10.0),-4.3,2,-0.4,3.5,-0.6
Allegany County,NY,2,1.1,Low (<10.0),-33.3,0.7,-0.9,0.1,-0.5
Bronx County,NY,179,2.1,Low (<10.0),-7.7,1,-0.1,1.1,-0.1
Broome County,NY,13,3.8,Low (<10.0),-18.8,1.6,-0.2,1.9,-1.1
Cattaraugus County,NY,2,1.1,Low (<10.0),-33.3,0.7,-0.9,0.1,-0.5
Cayuga County,NY,23,3.5,Low (<10.0),4.5,1,-0.5,1.3,-0.9
Chautauqua County,NY,7,1.6,Low (<10.0),-61.1,1.2,0.1,2,1.2
Chemung County,NY,4,2,Low (<10.0),0,0.5,-0.5,0.5,-0.9
Chenango County,NY,1,0.5,Low (<10.0),-90.9,2.4,-0.5,1.2,-2.9
Clinton County,NY,6,3.6,Low (<10.0),20,3,0.2,0,0
Columbia County,NY,6,2.6,Low (<10.0),-45.5,1.2,0.1,0.5,0
Cortland County,NY,1,0.7,Low (<10.0),-66.7,2.3,-0.8,0,0
Delaware County,NY,1,0.5,Low (<10.0),-90.9,2.4,-0.5,1.2,-2.9
Dutchess County,NY,40,2.6,Low (<10.0),60,1.4,0,1.4,-0.1
Erie County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Essex County,NY,6,3.6,Low (<10.0),20,3,0.2,0,0
Franklin County,NY,6,3.6,Low (<10.0),20,3,0.2,0,0
Fulton County,NY,4,3.9,Low (<10.0),33.3,2,-0.4,4,1.6
Genesee County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Greene County,NY,6,2.6,Low (<10.0),-45.5,1.2,0.1,0.5,0
Hamilton County,NY,19,3.7,Low (<10.0),-61.2,1.4,-0.6,3.1,0.9
Herkimer County,NY,1,0.3,Low (<10.0),-66.7,1.8,-0.5,1.3,-0.5
Jefferson County,NY,8,3.3,Low (<10.0),-27.3,0.6,0,0.6,0.6
Kings County,NY,179,2.1,Low (<10.0),-7.7,1,-0.1,1.1,-0.1
Lewis County,NY,8,3.3,Low (<10.0),-27.3,0.6,0,0.6,0.6
Livingston County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Madison County,NY,1,0.3,Low (<10.0),-66.7,1.8,-0.5,1.3,-0.5
Monroe County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Montgomery County,NY,4,3.9,Low (<10.0),33.3,2,-0.4,4,1.6
Nassau County,NY,100,3.5,Low (<10.0),14.9,1.3,-0.1,1.2,-0.1
New York County,NY,179,2.1,Low (<10.0),-7.7,1,-0.1,1.1,-0.1
Niagara County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Oneida County,NY,1,0.3,Low (<10.0),-66.7,1.8,-0.5,1.3,-0.5
Onondaga County,NY,23,3.5,Low (<10.0),4.5,1,-0.5,1.3,-0.9
Ontario County,NY,10,3.9,Low (<10.0),-37.5,3.1,-1.2,4.3,1.1
Orange County,NY,12,2.3,Low (<10.0),-40,1.3,-0.3,1.3,-0.3
Orleans County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Oswego County,NY,23,3.5,Low (<10.0),4.5,1,-0.5,1.3,-0.9
Otsego County,NY,1,0.5,Low (<10.0),-90.9,2.4,-0.5,1.2,-2.9
Putnam County,NY,40,2.6,Low (<10.0),60,1.4,0,1.4,-0.1
Queens County,NY,179,2.1,Low (<10.0),-7.7,1,-0.1,1.1,-0.1
Rensselaer County,NY,22,4.4,Low (<10.0),-4.3,2,-0.4,3.5,-0.6
Richmond County,NY,179,2.1,Low (<10.0),-7.7,1,-0.1,1.1,-0.1
Rockland County,NY,40,1.6,Low (<10.0),-25.9,1.1,0.1,0.8,0.3
Saratoga County,NY,19,3.7,Low (<10.0),-61.2,1.4,-0.6,3.1,0.9
Schenectady County,NY,19,3.7,Low (<10.0),-61.2,1.4,-0.6,3.1,0.9
Schoharie County,NY,1,0.5,Low (<10.0),-90.9,2.4,-0.5,1.2,-2.9
Schuyler County,NY,4,2,Low (<10.0),0,0.5,-0.5,0.5,-0.9
Seneca County,NY,10,3.9,Low (<10.0),-37.5,3.1,-1.2,4.3,1.1
St. Lawrence County,NY,8,3.3,Low (<10.0),-27.3,0.6,0,0.6,0.6
Steuben County,NY,4,2,Low (<10.0),0,0.5,-0.5,0.5,-0.9
Suffolk County,NY,100,3.5,Low (<10.0),14.9,1.3,-0.1,1.2,-0.1
Sullivan County,NY,12,2.3,Low (<10.0),-40,1.3,-0.3,1.3,-0.3
Tioga County,NY,13,3.8,Low (<10.0),-18.8,1.6,-0.2,1.9,-1.1
Tompkins County,NY,1,0.7,Low (<10.0),-66.7,2.3,-0.8,0,0
Ulster County,NY,40,2.6,Low (<10.0),60,1.4,0,1.4,-0.1
Warren County,NY,19,3.7,Low (<10.0),-61.2,1.4,-0.6,3.1,0.9
Washington County,NY,19,3.7,Low (<10.0),-61.2,1.4,-0.6,3.1,0.9
Wayne County,NY,10,3.9,Low (<10.0),-37.5,3.1,-1.2,4.3,1.1
Westchester County,NY,40,2.6,Low (<10.0),60,1.4,0,1.4,-0.1
Wyoming County,NY,95,4.6,Low (<10.0),-9.5,2,-0.1,2.1,0.2
Yates County,NY,10,3.9,Low (<10.0),-37.5,3.1,-1.2,4.3,1.1
Adams County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Allen County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Ashland County,OH,4,2.3,Low (<10.0),300,1.3,-1.2,0.2,-2.1
Ashtabula County,OH,72,4.3,Low (<10.0),-30.8,1.9,0.1,2,-0.1
Athens County,OH,4,1.5,Low (<10.0),33.3,1.6,0.4,0,0
Auglaize County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Belmont County,OH,6,3.4,Low (<10.0),100,1.1,0.5,2.9,1.5
Brown County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Butler County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Carroll County,OH,19,2.9,Low (<10.0),5.6,1,-0.2,0.2,-0.9
Champaign County,OH,4,2.3,Low (<10.0),33.3,0.3,-1,0,-0.6
Clark County,OH,4,2.3,Low (<10.0),33.3,0.3,-1,0,-0.6
Clermont County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Clinton County,OH,6,7,Low (<10.0),50,2.4,1.5,0,0
Columbiana County,OH,2,1.3,Low (<10.0),-60,1,0,2.7,2.5
Coshocton County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Crawford County,OH,5,2.2,Low (<10.0),-16.7,1.8,0.6,2.6,1.2
Cuyahoga County,OH,72,4.3,Low (<10.0),-30.8,1.9,0.1,2,-0.1
Darke County,OH,51,6.4,Low (<10.0),27.5,1.2,-0.1,0.8,0.2
Defiance County,OH,4,3.3,Low (<10.0),N/A,0.7,-0.2,0,-1.7
Delaware County,OH,36,2.2,Low (<10.0),-18.2,0.8,0.1,0.8,0.2
Erie County,OH,22,4.4,Low (<10.0),37.5,1.4,0,3.4,1.1
Fairfield County,OH,4,1.5,Low (<10.0),33.3,1.6,0.4,0,0
Fayette County,OH,36,2.2,Low (<10.0),-18.2,0.8,0.1,0.8,0.2
Franklin County,OH,36,2.2,Low (<10.0),-18.2,0.8,0.1,0.8,0.2
Fulton County,OH,32,4,Low (<10.0),-8.6,1.4,-0.1,0.9,0.5
Gallia County,OH,1,0.9,Low (<10.0),-50,4.8,2.3,6,-2.1
Geauga County,OH,72,4.3,Low (<10.0),-30.8,1.9,0.1,2,-0.1
Greene County,OH,51,6.4,Low (<10.0),27.5,1.2,-0.1,0.8,0.2
Guernsey County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Hamilton County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Hancock County,OH,0,0,Low (<10.0),-100,1,0,0,0
Hardin County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Harrison County,OH,1,1.2,Low (<10.0),-50,1.7,-1.9,0.6,-5
Henry County,OH,4,3.3,Low (<10.0),N/A,0.7,-0.2,0,-1.7
Highland County,OH,6,7,Low (<10.0),50,2.4,1.5,0,0
Hocking County,OH,4,1.5,Low (<10.0),33.3,1.6,0.4,0,0
Holmes County,OH,19,2.9,Low (<10.0),5.6,1,-0.2,0.2,-0.9
Huron County,OH,22,4.4,Low (<10.0),37.5,1.4,0,3.4,1.1
Jackson County,OH,1,0.9,Low (<10.0),-50,4.8,2.3,6,-2.1
Jefferson County,OH,1,1.2,Low (<10.0),-50,1.7,-1.9,0.6,-5
Knox County,OH,4,1.7,Low (<10.0),300,0.6,0.1,1.4,0.8
Lake County,OH,72,4.3,Low (<10.0),-30.8,1.9,0.1,2,-0.1
Lawrence County,OH,11,3.2,Low (<10.0),22.2,0.6,-0.1,0.7,-0.2
Licking County,OH,4,1.7,Low (<10.0),300,0.6,0.1,1.4,0.8
Logan County,OH,1,2.2,Low (<10.0),N/A,0.4,0.4,0,0
Lorain County,OH,22,4.4,Low (<10.0),37.5,1.4,0,3.4,1.1
Lucas County,OH,32,4,Low (<10.0),-8.6,1.4,-0.1,0.9,0.5
Madison County,OH,36,2.2,Low (<10.0),-18.2,0.8,0.1,0.8,0.2
Mahoning County,OH,19,3.5,Low (<10.0),0,1.1,-0.2,1.7,0
Marion County,OH,5,2.2,Low (<10.0),-16.7,1.8,0.6,2.6,1.2
Medina County,OH,22,2.5,Low (<10.0),-24.1,1.4,-0.2,1.5,0.3
Meigs County,OH,1,0.9,Low (<10.0),-50,4.8,2.3,6,-2.1
Mercer County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Miami County,OH,1,0.6,Low (<10.0),-75,0.9,-0.1,3.7,-2.1
Monroe County,OH,6,3.4,Low (<10.0),100,1.1,0.5,2.9,1.5
Montgomery County,OH,51,6.4,Low (<10.0),27.5,1.2,-0.1,0.8,0.2
Morgan County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Morrow County,OH,5,2.2,Low (<10.0),-16.7,1.8,0.6,2.6,1.2
Muskingum County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Noble County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Ottawa County,OH,32,4,Low (<10.0),-8.6,1.4,-0.1,0.9,0.5
Paulding County,OH,4,3.3,Low (<10.0),N/A,0.7,-0.2,0,-1.7
Perry County,OH,7,3.1,Low (<10.0),40,2.3,-0.9,4.1,-0.6
Pickaway County,OH,36,2.2,Low (<10.0),-18.2,0.8,0.1,0.8,0.2
Pike County,OH,5,2.6,Low (<10.0),N/A,0.2,-1,0,-1.4
Portage County,OH,22,2.5,Low (<10.0),-24.1,1.4,-0.2,1.5,0.3
Preble County,OH,51,6.4,Low (<10.0),27.5,1.2,-0.1,0.8,0.2
Putnam County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Richland County,OH,4,2.3,Low (<10.0),300,1.3,-1.2,0.2,-2.1
Ross County,OH,5,2.6,Low (<10.0),N/A,0.2,-1,0,-1.4
Sandusky County,OH,22,4.4,Low (<10.0),37.5,1.4,0,3.4,1.1
Scioto County,OH,5,2.6,Low (<10.0),N/A,0.2,-1,0,-1.4
Seneca County,OH,0,0,Low (<10.0),-100,1,0,0,0
Shelby County,OH,1,0.6,Low (<10.0),-75,0.9,-0.1,3.7,-2.1
Stark County,OH,19,2.9,Low (<10.0),5.6,1,-0.2,0.2,-0.9
Summit County,OH,22,2.5,Low (<10.0),-24.1,1.4,-0.2,1.5,0.3
Trumbull County,OH,19,3.5,Low (<10.0),0,1.1,-0.2,1.7,0
Tuscarawas County,OH,19,2.9,Low (<10.0),5.6,1,-0.2,0.2,-0.9
Union County,OH,5,2.2,Low (<10.0),-16.7,1.8,0.6,2.6,1.2
Van Wert County,OH,14,5,Low (<10.0),-6.7,1.2,0.1,0.5,-0.8
Vinton County,OH,4,1.5,Low (<10.0),33.3,1.6,0.4,0,0
Warren County,OH,49,2.8,Low (<10.0),-3.9,1.2,0,0.9,0
Washington County,OH,2,0.9,Low (<10.0),-60,1.8,-0.8,7.3,3
Wayne County,OH,19,2.9,Low (<10.0),5.6,1,-0.2,0.2,-0.9
Williams County,OH,4,3.3,Low (<10.0),N/A,0.7,-0.2,0,-1.7
Wood County,OH,32,4,Low (<10.0),-8.6,1.4,-0.1,0.9,0.5
Wyandot County,OH,5,2.2,Low (<10.0),-16.7,1.8,0.6,2.6,1.2
Adair County,OK,10,4.2,Low (<10.0),11.1,2,-0.5,3.2,0.8
Alfalfa County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Atoka County,OK,0,0,Low (<10.0),-100,0.3,0.2,1.9,1.4
Beaver County,OK,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Beckham County,OK,0,0,Low (<10.0),N/A,0,0,0,0
Blaine County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Bryan County,OK,0,0,Low (<10.0),-100,0.3,0.2,1.9,1.4
Caddo County,OK,1,1.2,Low (<10.0),N/A,1.3,0.4,15,15
Canadian County,OK,26,2.4,Low (<10.0),8.3,0.9,-0.3,0.7,0
Carter County,OK,2,2.3,Low (<10.0),-60,2.1,-0.4,3.1,1.9
Cherokee County,OK,10,4.2,Low (<10.0),11.1,2,-0.5,3.2,0.8
Choctaw County,OK,3,3.7,Low (<10.0),200,0.8,-0.9,4.7,-3.5
Cimarron County,OK,1,2.2,Low (<10.0),0,0.5,-0.3,1.4,-4
Cleveland County,OK,20,5.5,Low (<10.0),5.3,1.8,-0.1,2.6,0.3
Coal County,OK,2,2.5,Low (<10.0),100,0.4,-0.1,2,0.8
Comanche County,OK,4,2.8,Low (<10.0),33.3,0.6,-0.3,0,0
Cotton County,OK,4,2.8,Low (<10.0),33.3,0.6,-0.3,0,0
Craig County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
Creek County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
Custer County,OK,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Delaware County,OK,16,2.8,Low (<10.0),100,0.8,0.2,1.7,0.9
Dewey County,OK,0,0,Low (<10.0),N/A,1.4,-0.9,N/A,N/A
Ellis County,OK,0,0,Low (<10.0),N/A,1.4,-0.9,N/A,N/A
Garfield County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Garvin County,OK,20,5.5,Low (<10.0),5.3,1.8,-0.1,2.6,0.3
Grady County,OK,1,1.2,Low (<10.0),N/A,1.3,0.4,15,15
Grant County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Greer County,OK,0,0,Low (<10.0),N/A,0,0,0,0
Harmon County,OK,0,0,Low (<10.0),N/A,0,0,0,0
Harper County,OK,0,0,Low (<10.0),N/A,1.4,-0.9,N/A,N/A
Haskell County,OK,24,7,Low (<10.0),140,2,0,1.9,-0.7
Hughes County,OK,2,2.5,Low (<10.0),100,0.4,-0.1,2,0.8
Jackson County,OK,0,0,Low (<10.0),N/A,0,0,0,0
Jefferson County,OK,1,2,Low (<10.0),-50,1.6,0.4,0,0
Johnston County,OK,2,2.3,Low (<10.0),-60,2.1,-0.4,3.1,1.9
Kay County,OK,1,1.1,Low (<10.0),0,0.1,-0.3,0,0
Kingfisher County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Kiowa County,OK,4,2.8,Low (<10.0),33.3,0.6,-0.3,0,0
Latimer County,OK,0,0,Low (<10.0),-100,0.4,0.1,0,0
Le Flore County,OK,24,7,Low (<10.0),140,2,0,1.9,-0.7
Lincoln County,OK,26,2.4,Low (<10.0),8.3,0.9,-0.3,0.7,0
Logan County,OK,26,2.4,Low (<10.0),8.3,0.9,-0.3,0.7,0
Love County,OK,2,2.3,Low (<10.0),-60,2.1,-0.4,3.1,1.9
Major County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Marshall County,OK,2,2.3,Low (<10.0),-60,2.1,-0.4,3.1,1.9
Mayes County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
McClain County,OK,20,5.5,Low (<10.0),5.3,1.8,-0.1,2.6,0.3
McCurtain County,OK,6,2.4,Low (<10.0),0,0.6,-0.4,0,-0.8
McIntosh County,OK,10,4.2,Low (<10.0),11.1,2,-0.5,3.2,0.8
Murray County,OK,20,5.5,Low (<10.0),5.3,1.8,-0.1,2.6,0.3
Muskogee County,OK,10,4.2,Low (<10.0),11.1,2,-0.5,3.2,0.8
Noble County,OK,0,0,Low (<10.0),-100,0.5,-1.3,0,0
Nowata County,OK,1,1,Low (<10.0),N/A,0.3,-0.5,0,-1.1
Okfuskee County,OK,0,0,Low (<10.0),N/A,0,-0.1,N/A,N/A
Oklahoma County,OK,26,2.4,Low (<10.0),8.3,0.9,-0.3,0.7,0
Okmulgee County,OK,0,0,Low (<10.0),N/A,0,-0.1,N/A,N/A
Osage County,OK,1,1.1,Low (<10.0),0,0.1,-0.3,0,0
Ottawa County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
Pawnee County,OK,0,0,Low (<10.0),-100,0.5,-1.3,0,0
Payne County,OK,0,0,Low (<10.0),-100,0.5,-1.3,0,0
Pittsburg County,OK,0,0,Low (<10.0),-100,0.4,0.1,0,0
Pontotoc County,OK,2,2.5,Low (<10.0),100,0.4,-0.1,2,0.8
Pottawatomie County,OK,26,2.4,Low (<10.0),8.3,0.9,-0.3,0.7,0
Pushmataha County,OK,0,0,Low (<10.0),-100,0.4,0.1,0,0
Roger Mills County,OK,0,0,Low (<10.0),N/A,0,0,0,0
Rogers County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
Seminole County,OK,2,2.5,Low (<10.0),100,0.4,-0.1,2,0.8
Sequoyah County,OK,24,7,Low (<10.0),140,2,0,1.9,-0.7
Stephens County,OK,1,2,Low (<10.0),-50,1.6,0.4,0,0
Texas County,OK,1,2.2,Low (<10.0),0,0.5,-0.3,1.4,-4
Tillman County,OK,4,2.8,Low (<10.0),33.3,0.6,-0.3,0,0
Tulsa County,OK,19,2.1,Low (<10.0),-20.8,0.5,-0.2,0.7,-0.1
Wagoner County,OK,10,4.2,Low (<10.0),11.1,2,-0.5,3.2,0.8
Washington County,OK,1,1,Low (<10.0),N/A,0.3,-0.5,0,-1.1
Washita County,OK,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Woods County,OK,0,0,Low (<10.0),-100,0.1,-0.2,0,0
Woodward County,OK,0,0,Low (<10.0),N/A,1.4,-0.9,N/A,N/A
Baker County,OR,3,6,Low (<10.0),50,0,0,0,0
Benton County,OR,1,0.4,Low (<10.0),-50,1.5,-0.4,0.8,0.1
Clackamas County,OR,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Clatsop County,OR,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Columbia County,OR,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Coos County,OR,4,3.5,Low (<10.0),-33.3,2.7,-0.7,8.9,5.8
Crook County,OR,7,2.7,Low (<10.0),40,1.7,0.7,5.5,2.3
Curry County,OR,4,3.5,Low (<10.0),-33.3,2.7,-0.7,8.9,5.8
Deschutes County,OR,7,2.7,Low (<10.0),40,1.7,0.7,5.5,2.3
Douglas County,OR,12,2.4,Low (<10.0),33.3,1.7,-0.8,0.8,-1.8
Gilliam County,OR,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Grant County,OR,0,0,Low (<10.0),N/A,0,0,N/A,N/A
Harney County,OR,7,2.7,Low (<10.0),40,1.7,0.7,5.5,2.3
Hood River County,OR,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Jackson County,OR,3,0.9,Low (<10.0),-78.6,0.9,-0.5,1.3,0
Jefferson County,OR,7,2.7,Low (<10.0),40,1.7,0.7,5.5,2.3
Josephine County,OR,3,0.9,Low (<10.0),-78.6,0.9,-0.5,1.3,0
Klamath County,OR,2,2.6,Low (<10.0),-33.3,1.1,-0.2,1.3,0.6
Lake County,OR,2,2.6,Low (<10.0),-33.3,1.1,-0.2,1.3,0.6
Lane County,OR,12,2.4,Low (<10.0),33.3,1.7,-0.8,0.8,-1.8
Lincoln County,OR,1,1.3,Low (<10.0),N/A,0.5,-0.5,0,0
Linn County,OR,1,0.4,Low (<10.0),-50,1.5,-0.4,0.8,0.1
Malheur County,OR,1,1.4,Low (<10.0),-50,0.4,0.2,0,0
Marion County,OR,10,1.8,Low (<10.0),-28.6,1.1,0.1,2,-1
Morrow County,OR,1,0.6,Low (<10.0),-80,1.1,0.6,0.8,0.4
Multnomah County,OR,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Polk County,OR,10,1.8,Low (<10.0),-28.6,1.1,0.1,2,-1
Sherman County,OR,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Tillamook County,OR,1,1.3,Low (<10.0),N/A,0.5,-0.5,0,0
Umatilla County,OR,1,0.6,Low (<10.0),-80,1.1,0.6,0.8,0.4
Union County,OR,3,6,Low (<10.0),50,0,0,0,0
Wallowa County,OR,3,6,Low (<10.0),50,0,0,0,0
Wasco County,OR,1,1.1,Low (<10.0),-66.7,1.2,-2,4,1.7
Washington County,OR,55,2.2,Low (<10.0),-28.6,2.5,-0.4,1.9,-1.5
Wheeler County,OR,7,2.7,Low (<10.0),40,1.7,0.7,5.5,2.3
Yamhill County,OR,10,1.8,Low (<10.0),-28.6,1.1,0.1,2,-1
Adams County,PA,12,1.5,Low (<10.0),-7.7,0.8,0.3,1.1,1
Allegheny County,PA,47,2.3,Low (<10.0),-2.1,0.8,0,1.2,-0.3
Armstrong County,PA,47,2.3,Low (<10.0),-2.1,0.8,0,1.2,-0.3
Beaver County,PA,47,2.3,Low (<10.0),-2.1,0.8,0,1.2,-0.3
Bedford County,PA,7,1.9,Low (<10.0),75,0.4,-0.2,0.6,-0.6
Berks County,PA,3,0.7,Low (<10.0),-40,0.6,-0.2,0,-0.4
Blair County,PA,7,1.9,Low (<10.0),75,0.4,-0.2,0.6,-0.6
Bradford County,PA,13,3.8,Low (<10.0),-18.8,1.6,-0.2,1.9,-1.1
Bucks County,PA,85,2.1,Low (<10.0),-19,0.7,0,0.7,0.1
Butler County,PA,47,2.3,Low (<10.0),-2.1,0.8,0,1.2,-0.3
